STH,Temp,NE11,NE22
0.48616874218,350.149993896,1.07879,1.07189
0.52420604229,350.149993896,0.984033,0.999864
0.851799666882,350.149993896,0.503298,0.62165
1.12270200253,350.149993896,0.215932,0.466272
1.34935581684,350.149993896,0.107426,0.377398
1.57616496086,350.149993896,-0.0453662,0.148533
STH,Temp,NE11,NE22
0.441022455692,351.149993896,1.18462,1.18292
0.535244584084,350.149993896,0.962024,0.977576
0.865566313267,350.149993896,0.50004,0.597215
1.12869596481,350.149993896,0.218597,0.464265
1.35532796383,350.149993896,0.108868,0.372062
1.58604717255,350.149993896,-0.0503869,0.140314
STH,Temp,NE11,NE22
0.520086288452,350.149993896,1.00073,1.00048
0.486167281866,351.149993896,1.10688,1.02935
0.872334778309,350.149993896,0.503214,0.580653
1.13668060303,350.149993896,0.214355,0.449549
1.35794234276,350.149993896,0.10938,0.3696
1.58789110184,350.149993896,-0.0448176,0.139993
STH,Temp,NE11,NE22
0.501118600368,350.149993896,1.04483,1.04937
0.528887629509,350.149993896,0.966666,1.00674
0.803960204124,351.149993896,0.518238,0.703774
1.13912045956,350.149993896,0.211601,0.447648
1.36660897732,350.149993896,0.103876,0.366394
1.59119129181,350.149993896,-0.0515887,0.140931
STH,Temp,NE11,NE22
0.501793980598,350.149993896,1.03874,1.04355
0.530028164387,350.149993896,0.986582,0.9793
0.856778204441,350.149993896,0.495237,0.620982
1.07440650463,351.149993896,0.223429,0.528433
1.35967254639,350.149993896,0.105333,0.367316
1.59139704704,350.149993896,-0.0503011,0.138666
STH,Temp,NE11,NE22
0.489715993404,350.149993896,1.06944,1.07574
0.529341459274,350.149993896,0.984317,0.979602
0.857009351254,350.149993896,0.50248,0.613896
1.12987112999,350.149993896,0.213278,0.462434
1.30739951134,351.149993896,0.115291,0.418257
1.58929026127,350.149993896,-0.0477819,0.14014
STH,Temp,NE11,NE22
0.486977159977,350.149993896,1.07277,1.08381
0.525434195995,350.149993896,0.987605,0.989136
0.855542600155,350.149993896,0.500194,0.617068
1.1244738102,350.149993896,0.214638,0.463518
1.35652148724,350.149993896,0.102128,0.376865
1.56128180027,351.149993896,-0.0319126,0.152973
STH,Temp,NE11,NE22
0.521390616894,349.795715332,0.992714,1.00754
0.519886493683,350.12588501,1.01178,0.991808
0.844659805298,350.149993896,0.503384,0.634638
1.11819326878,350.149993896,0.217591,0.472148
1.35016644001,350.14666748,0.104522,0.3847
1.58171021938,350.149993896,-0.0372535,0.135994
STH,Temp,NE11,NE22
0.44701769948,350.795715332,1.16001,1.1786
0.528008043766,350.12588501,0.980528,0.984762
0.860067486763,350.149993896,0.499658,0.606153
1.12579894066,350.149993896,0.216401,0.461092
1.35180556774,350.14666748,0.110564,0.375015
1.59344828129,350.149993896,-0.0492044,0.137246
STH,Temp,NE11,NE22
0.551391303539,349.795715332,0.937664,0.951453
0.480655610561,351.12588501,1.11555,1.05429
0.86849373579,350.149993896,0.501724,0.590925
1.13316118717,350.149993896,0.215967,0.453485
1.35797524452,350.14666748,0.106062,0.37039
1.58533906937,350.149993896,-0.0483695,0.138686
STH,Temp,NE11,NE22
0.534382164478,349.795715332,0.968205,0.980899
0.524060130119,350.12588501,1.00039,0.996544
0.800161778927,351.149993896,0.518848,0.710771
1.13414978981,350.149993896,0.214552,0.449725
1.36263680458,350.14666748,0.107931,0.366762
1.58949160576,350.149993896,-0.0487347,0.140357
STH,Temp,NE11,NE22
0.530759096146,349.795715332,0.974157,0.988796
0.527430951595,350.12588501,0.995764,0.98271
0.850592017174,350.149993896,0.49514,0.632931
1.06987178326,351.149993896,0.226516,0.535175
1.35761153698,350.14666748,0.109142,0.371098
1.59057879448,350.149993896,-0.042894,0.130465
STH,Temp,NE11,NE22
0.526897013187,349.795715332,0.98037,1.00373
0.524436712265,350.12588501,0.983904,1.00579
