0.26376285541439803, 0.436, 0.693, 1.233, 1.653,350.15,350.15,350.15,350.15,  1.19, 0.719, 0.253, 0.041, 1.206, 0.729, 0.329, 0.024
0.23783783783783785, 0.396, 0.722, 1.246, 1.665,351.15,350.15,350.15,350.15, 1.299, 0.689, 0.247,  0.04, 1.311, 0.692, 0.315, 0.024
0.27513546056592414, 0.457, 0.654, 1.259, 1.661,350.15,351.15,350.15,350.15, 1.146, 0.766, 0.242, 0.038, 1.146, 0.793,  0.31,  0.02
0.2668269230769231, 0.444, 0.699, 1.195, 1.664,350.15,350.15,351.15,350.15, 1.174, 0.713, 0.276, 0.033, 1.175, 0.724, 0.349, 0.024
0.2718808193668529, 0.438, 0.692, 1.239, 1.611,350.15,350.15,350.15,351.15,  1.18, 0.717, 0.254, 0.073, 1.197, 0.735, 0.325, 0.045
0.2751515151515152, 0.454, 0.677, 1.229,  1.65,349.738,350.15,350.15,350.15, 1.141, 0.737, 0.258, 0.044, 1.159, 0.755, 0.328, 0.028
0.24532851115129595, 0.407, 0.707, 1.242, 1.659,350.738,350.15,350.15,350.15,  1.27,   0.7, 0.252, 0.036, 1.273, 0.715, 0.322, 0.024
0.28907664453832227, 0.479, 0.646, 1.253, 1.657,349.738,351.15,350.15,350.15, 1.094, 0.766, 0.241, 0.037, 1.096, 0.819, 0.311, 0.029
0.28125000000000006, 0.468,  0.69, 1.189, 1.664,349.738,350.15,351.15,350.15, 1.118, 0.722, 0.283, 0.033, 1.125, 0.738, 0.358, 0.026
0.2860696517412935,  0.46,  0.68, 1.234, 1.608,349.738,350.15,350.15,351.15, 1.136,  0.73, 0.254, 0.073, 1.138, 0.758,  0.33, 0.046
0.2920517560073937, 0.474, 0.666, 1.223, 1.623,349.293,350.15,350.15,350.15, 1.101,  0.75, 0.262, 0.062,  1.11, 0.777, 0.337, 0.027
0.2581620314389359, 0.427, 0.696, 1.236, 1.654,350.293,350.15,350.15,350.15, 1.202, 0.712, 0.258, 0.039, 1.246, 0.729, 0.325, 0.021
0.3016928657799275, 0.499, 0.638, 1.246, 1.654,349.293,351.15,350.15,350.15,  1.04, 0.776, 0.253, 0.042,  1.06, 0.833, 0.312, 0.024
0.30217129071170085, 0.501, 0.668, 1.188, 1.658,349.293,350.15,351.15,350.15, 1.039, 0.744, 0.279, 0.033,  1.03, 0.779, 0.359,  0.02
0.2966417910447761, 0.477, 0.673, 1.232, 1.608,349.293,350.15,350.15,351.15, 1.099, 0.737, 0.255, 0.077, 1.099,  0.77, 0.335, 0.044
0.3772529521441889, 0.607, 0.622, 1.201, 1.609,347.516,350.15,350.15,350.15, 0.858, 0.807, 0.274, 0.075, 0.867,  0.86, 0.351,  0.04
0.31871525633106856, 0.516,  0.65, 1.215, 1.619,348.516,350.15,350.15,350.15, 1.025, 0.761, 0.265, 0.069, 1.013, 0.817, 0.341, 0.035
0.3661100803957947, 0.637, 0.592, 1.225, 1.617,347.516,351.15,350.15,350.15, 0.812, 0.842, 0.258, 0.069, 0.822, 0.926, 0.334, 0.033
0.39036442248301423, 0.632, 0.632, 1.165, 1.619,347.516,350.15,351.15,350.15, 0.828, 0.786,  0.29, 0.071, 0.829, 0.847, 0.381, 0.038
0.38707653701380174, 0.617, 0.624, 1.206, 1.594,347.516,350.15,350.15,351.15, 0.854, 0.795,  0.27, 0.079, 0.846, 0.862, 0.349, 0.069
0.3577749683944374, 0.851, 0.566,  1.17, 1.582,345.15,350.15,350.15,350.15, 0.566, 0.888, 0.289, 0.097, 0.574, 1.005, 0.381, 0.081
0.36522826766729205, 0.745, 0.584, 1.181, 1.599,346.15,350.15,350.15,350.15, 0.676, 0.857, 0.283, 0.068, 0.678, 0.955, 0.371, 0.065
0.34185901434809735, 0.876, 0.548, 1.197, 1.603,345.15,351.15,350.15,350.15, 0.545, 0.921, 0.274, 0.073, 0.543,  1.05, 0.357, 0.063
0.3688165309956168,  0.88, 0.589, 1.136, 1.597,345.15,350.15,351.15,350.15, 0.531,  0.85, 0.305, 0.087, 0.552, 0.963, 0.405, 0.062
0.37745740498034075, 0.873, 0.576,  1.18, 1.526,345.15,350.15,350.15,351.15, 0.544, 0.877, 0.281, 0.106, 0.551,  0.98, 0.379, 0.148
0.37053291536050154, 0.825, 0.591, 1.154, 1.595,345.258,349.505,350.15,350.15, 0.596, 0.845, 0.295, 0.074, 0.594, 0.955, 0.397, 0.064
0.3814303638644918, 0.709, 0.608, 1.164, 1.594,346.258,349.505,350.15,350.15, 0.722,  0.82, 0.292, 0.079, 0.727, 0.901, 0.381, 0.069
0.35213032581453635, 0.854, 0.562, 1.182, 1.596,345.258,350.505,350.15,350.15, 0.566, 0.892, 0.281, 0.078, 0.572, 1.015, 0.372, 0.071
0.3773466833541927, 0.856, 0.603, 1.118, 1.598,345.258,349.505,351.15,350.15, 0.563, 0.827, 0.318, 0.083, 0.566, 0.928, 0.423, 0.064
0.3914473684210526, 0.838, 0.595, 1.164,  1.52,345.258,349.505,350.15,351.15, 0.578,  0.84, 0.289, 0.111, 0.589, 0.945, 0.391, 0.158
0.437375745526839,  0.66,  0.73, 1.078, 1.509,345.691,346.925,350.15,350.15, 0.798, 0.665, 0.345,  0.09, 0.786, 0.708, 0.467, 0.173
0.35391470401018466, 0.556, 0.758, 1.094, 1.571,346.691,346.925,350.15,350.15, 0.944,  0.64, 0.333, 0.086, 0.955, 0.654,  0.45, 0.083
0.441541476159373, 0.696, 0.676, 1.109, 1.531,345.691,347.925,350.15,350.15, 0.738, 0.726, 0.327, 0.083, 0.744, 0.784, 0.435, 0.139
0.4394419784400761, 0.693, 0.741, 1.045, 1.577,345.691,346.925,351.15,350.15, 0.744, 0.658, 0.369, 0.082, 0.742, 0.693, 0.499, 0.087
